,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
199704,-5.1653,-2.6111,-1.9021,-2.8382,-4.3876,-3.2575,-0.5816,-0.3064,-0.24,-3.2513,-0.6992,1.5192,3.0769,2.938,-1.003,2.3754,1.4902,2.2411,1.3498,1.9794,3.3423,2.0977,3.2062,5.7371,3.0081
199705,6.2475,7.6163,7.0097,7.447,9.2735,12.4437,9.5824,10.268,11.9221,16.7134,10.091,8.377,9.2712,11.8234,17.7402,9.4128,6.0821,6.3425,7.5362,13.5393,5.8523,5.2751,6.7638,6.0211,11.3143
199706,3.9474,5.8875,5.5251,5.3897,3.1525,1.5459,6.0898,7.0066,4.8271,2.7365,3.3914,4.9992,4.5285,5.5265,3.9921,3.5632,4.3137,2.9465,3.0942,3.2867,4.1676,3.438,5.3072,3.2186,2.3382
199707,4.1277,5.3139,6.2709,4.6887,4.0345,3.3359,6.2616,4.2043,5.5445,4.592,4.9186,4.8926,4.6389,6.1761,6.9475,7.6227,6.6058,7.1263,5.3097,7.3095,7.719,7.4763,6.1579,9.5823,13.5645
199708,5.1923,4.5487,4.3073,4.5246,4.6566,2.3325,3.6049,2.9048,3.2569,3.0012,4.6636,0.8125,0.814,1.858,2.6655,0.6618,-0.2204,-0.1823,0.4707,-0.6535,-3.6081,-3.2213,-3.6755,-3.5442,-3.1041
199709,10.9616,9.0508,8.5772,9.1584,9.7101,6.9338,5.0091,8.3638,9.111,9.0857,7.1864,5.6519,7.6643,6.665,8.173,4.5293,5.5376,5.355,5.1033,6.5614,5.0762,6.257,4.4968,6.2222,4.8704
199710,0.8106,0.103,0.3376,-1.1725,-2.8612,-3.1261,-2.5109,-0.1954,-5.6364,-5.6314,-4.3233,-3.3587,-1.7853,-4.2842,-6.386,-4.3762,-2.5136,-3.9304,-4.2364,-7.4695,-3.9801,-2.8991,-2.0577,-3.2029,-4.7331
199711,-4.3245,-0.5207,-1.3919,-1.9403,-5.2834,-0.8938,0.4657,0.6731,-0.7375,-4.5029,-0.0167,1.6519,1.3122,-0.6702,-3.1086,2.8591,2.7344,3.3108,2.5209,-0.736,4.2761,3.7711,4.2811,4.3742,1.3778
199712,-8.2997,-1.285,-0.6238,-3.0996,-8.4721,-0.3624,1.2805,1.388,1.245,-0.846,-0.4118,5.242,2.6636,3.2336,-0.7139,2.617,2.8449,2.8966,2.6349,-0.8131,4.5043,3.0795,2.3923,2.6381,1.5203
199801,3.8882,1.326,1.0278,2.2335,3.2164,1.974,-0.6722,-2.2582,-0.6131,-1.1519,-0.972,-1.9384,-1.4045,-0.5925,-0.5327,0.7994,-1.0823,-1.5314,-0.3134,-0.7958,0.2962,-1.5136,0.09,-0.4367,-0.5975
199802,5.7555,5.7375,4.8271,5.2833,5.1687,5.4633,8.0139,6.9669,8.5246,9.956,7.7999,7.6524,7.9035,9.8425,9.7348,6.0802,6.0974,9.2306,7.3004,9.4747,5.9983,5.747,8.3794,8.803,11.1566
199803,5.4627,5.1589,5.2403,4.1653,5.2799,5.8421,3.1058,2.5925,3.854,5.0162,5.1052,4.9552,4.0357,2.8507,4.9016,5.6841,5.5737,4.3579,6.0093,3.8564,5.949,4.6188,4.9599,5.2741,4.0304
199804,4.2812,3.2483,2.999,4.6936,2.9952,1.9266,2.1001,0.6622,1.8933,0.6394,1.4692,-0.0745,-0.7231,0.9252,0.8151,0.8359,0.5118,0.1142,-0.0783,0.786,-0.9715,-0.1479,0.3201,1.3593,3.5799
199805,-3.826,-2.5496,-2.761,-3.7757,-5.6229,-4.2427,-4.0217,-2.6278,-6.707,-7.3604,-4.6063,-3.1335,-3.0909,-5.8105,-9.5594,-2.1041,-2.4234,-3.2946,-4.504,-6.3596,-1.0328,-1.3341,-2.3462,-2.0019,-5.5772
199806,-4.6026,-1.9055,-2.6447,-3.2481,-5.6936,-1.5773,0.4946,0.2526,-1.1976,-0.8814,0.1408,-0.5604,-0.8349,-0.9486,-0.5153,-1.8415,-0.098,-1.1708,0.4559,-0.7095,0.7463,0.7772,3.1881,1.9085,3.8431
199807,-4.71,-3.7886,-4.6898,-6.8409,-6.6323,-9.0477,-7.1493,-7.5344,-6.4044,-8.1382,-6.3386,-4.9377,-7.0202,-8.7249,-9.8838,-4.6705,-4.7066,-4.2578,-5.9305,-7.4896,-3.8505,-2.7278,-3.1503,-1.8775,-2.755
199808,-22.5679,-17.0931,-18.1752,-18.3333,-24.5745,-19.8372,-13.9897,-15.8875,-18.9022,-25.8305,-18.8282,-13.1105,-16.8665,-22.3359,-24.5909,-15.4437,-13.0246,-17.8516,-19.5904,-23.8655,-13.016,-11.3708,-15.3015,-16.5964,-18.2841
199809,2.2969,2.0072,1.7094,1.3422,2.2164,8.7962,4.1846,6.7142,7.149,10.0807,5.3059,6.8764,3.8749,7.9443,10.7887,6.2048,5.8596,3.9952,4.7967,9.5613,6.2301,5.1893,5.793,5.7193,8.6639
199810,0.6068,0.7402,1.1498,2.4566,3.9854,5.5172,3.4916,4.0068,6.3018,5.9858,3.8604,4.9558,5.5393,9.7668,4.4687,8.2117,6.8481,8.5774,9.2946,9.7725,8.5254,8.6952,9.2185,11.2346,7.3254
199811,14.552,5.9004,5.3856,9.7949,8.5855,8.8787,4.6717,3.2506,7.8606,7.872,4.8989,4.876,4.0635,6.3698,6.13,5.0341,5.5696,4.0535,7.7848,2.6429,6.3626,4.1185,4.8949,8.1491,6.3778
199812,0.7376,2.0065,1.064,0.5884,0.7568,3.2688,4.4558,3.9232,5.074,5.9406,7.7486,4.4645,3.7323,4.6619,8.9474,2.9612,3.9434,4.1537,8.3062,5.8573,2.825,2.9919,4.5605,6.6,7.3714
199901,16.9546,8.4592,5.2587,7.279,13.7176,-0.59,-2.099,-1.7939,0.7828,4.0007,-0.255,-1.1926,-1.9667,2.2094,1.8452,-0.9706,-3.7729,-3.1292,-1.7745,0.4472,0.3672,-1.1313,-0.8408,3.1491,5.4221
199902,-3.7321,-2.1295,-4.3335,-3.7366,-5.9049,-7.869,-4.3498,-5.1848,-8.5361,-11.9114,-6.2048,-4.7718,-6.3592,-9.2087,-10.1111,-1.4908,-1.0628,-3.2602,-4.8562,-5.7223,-0.6777,-1.0701,0.5184,-1.8405,-5.4544
199903,-2.2166,-4.8462,-2.0824,-4.8403,-2.9615,-0.1235,0.5152,-1.5685,-0.1647,0.3763,0.7951,0.5184,-0.6309,1.821,6.6782,0.6106,0.6055,1.9327,1.5129,5.4039,5.0602,2.4372,3.2934,4.6295,2.6145
199904,9.8528,8.2171,5.1874,8.405,9.7206,12.5466,7.3362,10.2053,7.6747,8.9071,7.1297,9.2987,9.6987,10.1656,12.2484,11.1431,10.2003,11.5281,11.2789,8.1195,8.4415,6.9132,7.454,6.1437,3.7292
199905,6.8724,5.4514,3.747,4.1156,2.9673,2.3169,4.5513,4.4237,3.9673,3.0366,2.5305,2.5485,3.9658,4.0813,2.8446,1.1671,1.107,3.1972,3.0937,3.7889,-0.679,1.3785,-1.6136,-0.8505,0.3875
199906,4.642,2.7048,4.7736,4.1492,2.6313,5.0055,4.2374,6.5326,7.4437,3.9456,4.2043,3.9034,5.0314,4.8152,3.2197,5.0218,4.3538,5.0538,4.8265,4.6241,1.9686,0.9052,2.6246,3.8403,4.813
199907,5.0508,2.0912,1.3456,2.3551,1.7356,-0.5559,-0.0858,-1.114,-1.1209,-3.4251,-1.3627,-0.599,-0.9248,-2.0094,-5.7204,-0.5639,-1.0973,-0.7153,0.0932,-3.536,-1.4214,-3.176,-2.8007,-3.5816,-7.002
199908,-3.2095,-1.5811,-2.6208,-2.7029,-6.5722,-4.2261,-3.5673,-2.908,-3.8142,-6.5904,-2.5317,-1.6193,-4.5539,-4.1152,-3.8753,-2.9801,-5.11,-2.5753,-3.7888,-2.0753,-0.6843,-2.6778,-1.3473,-3.4877,-2.4045
199909,-1.6863,-3.1267,-2.7243,-1.4412,-3.5761,-1.2758,1.6868,-1.3453,-1.1124,-0.2087,1.6221,-1.8174,-0.1958,-1.0227,2.8942,-2.8339,-4.2185,-2.5951,-0.766,0.7999,-3.8292,-4.901,-5.9542,-2.556,-2.9082
199910,-0.4416,-0.6931,-1.3979,-1.5332,-4.0232,2.5586,-1.1032,-1.0284,-2.505,-1.1959,-0.3882,0.6088,0.0561,-1.0557,2.2326,0.2783,2.1958,2.5755,5.0089,7.9862,2.9026,6.583,4.2318,6.6048,9.043
199911,19.2261,8.5433,5.9199,10.1762,12.7526,8.1189,5.6957,5.3947,3.2844,11.6174,5.338,3.838,2.0085,6.9419,8.7757,1.0784,-1.361,4.6276,2.7733,8.6042,0.2176,-0.0333,1.8609,0.5029,7.0486
199912,17.2099,6.4347,2.4964,6.3571,10.7135,8.146,4.98,6.7599,5.7868,11.1395,8.004,4.9165,3.9748,6.6066,9.7555,5.0563,4.5627,4.504,7.6169,14.8239,2.288,3.3503,1.3867,4.3743,9.1617
200001,21.0913,8.6698,4.7427,8.1617,11.3279,3.0141,-2.4801,-3.1692,-4.0323,0.3095,-2.4702,-3.9256,-5.8435,-3.7298,-6.4587,-3.6499,-5.9303,-4.0935,-3.5462,-3.8909,-5.5756,-6.2036,-3.6287,-3.4651,-4.7512
200002,31.6972,11.6679,15.5376,16.4917,13.5189,16.3807,2.0759,8.7572,8.0171,11.5993,3.6272,4.7389,1.3293,10.8991,7.0927,-1.4648,-4.7758,0.3554,4.4208,11.8472,-3.2255,-6.2094,-6.7535,-2.1012,1.8532
200003,-2.8069,-1.1046,-0.9915,-0.8405,-2.5808,-0.4959,3.0617,-0.0517,2.3697,-3.8007,0.617,2.4094,7.8168,6.653,1.7407,13.6031,16.0964,16.3167,13.6931,5.6637,10.2607,13.7831,9.2507,9.2455,11.1866
200004,-16.6676,-6.5279,-6.5178,-7.3439,-15.5203,-7.4701,-0.5275,-3.5516,-3.2379,-12.7152,2.0254,-1.3626,2.2554,-1.1198,-8.5432,0.5223,-1.7125,-2.6395,-1.1715,-7.282,1.8059,1.1928,2.2047,1.1865,-9.5362
200005,-9.2406,-5.1572,-5.3473,-6.8751,-10.0991,-5.8292,-5.3294,-4.4015,-2.5655,-9.4426,-2.3465,0.5908,-1.108,-0.5179,-3.7384,2.2794,0.1865,-2.2356,0.1525,-5.2203,3.9283,1.5163,2.5547,0.1246,-3.312
200006,14.3822,6.8543,8.1828,8.5409,8.1811,6.8587,2.8895,4.712,4.72,10.9246,7.9433,0.2205,0.6279,3.7941,5.8797,3.7017,-4.7206,-1.1563,1.2491,7.5287,-3.3469,-3.7464,-2.7349,0.5947,3.4382
200007,-2.6429,-0.0995,0.8644,-0.5562,-4.9976,-3.4005,0.7585,-1.3143,0.1713,-5.7922,-4.1029,2.0345,1.0398,-1.6478,-6.8108,-0.4827,0.3957,-3.0541,-0.342,-6.0473,0.2033,2.6619,0.9528,-0.5527,-4.3701
200008,6.3919,5.1075,5.4641,3.6177,4.0307,10.2476,6.1242,6.4767,5.0309,5.0121,12.467,6.0153,9.1759,7.7815,6.5129,9.3056,8.869,8.1382,6.5918,10.8742,7.7074,6.5982,6.432,9.257,13.8928
200009,-4.7594,-1.1345,-0.7882,-2.5973,-8.3699,-3.73,-0.1126,-3.4522,-1.0684,-8.7475,-4.8075,-3.1488,-1.7113,-1.4968,-9.97,-2.7826,-3.2143,-0.5145,-0.838,-10.9803,-2.7174,0.9068,3.2204,0.2521,-6.5243
200010,-9.7054,-5.3609,-4.8541,-5.9861,-11.3438,-4.6904,-2.8767,0.0067,-2.0065,-13.1977,-6.0149,-2.3435,-0.5511,-2.4273,-12.4118,0.7869,4.2841,-2.1437,-0.74,-10.201,-0.7486,1.7981,2.6308,3.4329,-9.1417
200011,-16.0695,-7.5233,-7.9105,-8.6516,-17.6696,-14.6877,-6.3655,-5.6964,-5.5808,-20.9647,-15.0856,-2.6205,-5.8277,-8.2576,-22.269,-10.5052,-0.3103,-4.0498,-2.619,-22.8745,-3.812,-2.1735,-2.6519,-8.486,-24.5737
200012,-10.6417,-3.7358,-1.0585,-1.8503,-9.8839,4.7187,8.3066,8.8153,5.1055,-2.9175,7.3632,8.7108,10.6956,11.6097,-0.1997,8.1831,8.2012,10.4767,11.5968,2.7695,4.6902,8.1623,6.0159,5.6797,0.3964
200101,39.8584,22.9659,21.3256,22.3958,43.2168,21.7174,12.1405,12.8655,14.6016,37.9309,18.9962,5.1932,8.3816,5.026,33.2442,4.7519,4.5801,7.9807,3.9112,21.2937,7.7759,4.4863,1.5351,7.0602,13.5909
200102,-6.5694,-1.8615,-2.4265,-3.9856,-9.0687,-11.5791,-3.4977,-2.2769,-5.0359,-14.972,-12.121,-1.4536,-4.9725,-7.4138,-19.9263,-6.7551,-3.691,-3.5466,-2.4852,-20.6664,-4.4748,-2.1891,-1.8046,-8.0817,-22.734
200103,-7.1712,-4.0421,-2.4243,-3.353,-9.3511,-5.1554,-2.1759,-0.9156,-5.7937,-13.8622,-9.757,-2.5488,-3.338,-5.6712,-16.5182,-5.3553,-4.1921,-5.7933,-5.9241,-15.9891,-2.3341,-5.2421,-3.6045,-6.0913,-17.8886
200104,4.8998,5.4818,3.8064,3.9686,7.7522,9.2994,7.2346,5.21,9.5407,9.8229,12.8978,4.5094,7.1782,8.9222,15.4135,11.0963,6.7693,9.4298,10.9148,17.954,8.0965,6.5607,4.6369,10.7872,19.1797
200105,11.1661,7.2737,9.7224,9.336,9.905,4.5114,3.5263,1.369,7.5822,4.7352,6.2824,0.2399,1.889,3.4078,4.3602,2.9514,3.9772,1.1863,4.0911,4.5091,3.3511,2.3275,2.644,1.3768,-0.8736
200106,-0.0229,0.9911,3.0155,1.5487,0.3337,2.8956,5.2974,6.6504,10.5745,2.7823,-1.3381,2.744,0.3272,4.3042,3.1104,-1.9523,0.4033,0.1452,0.3629,1.2439,0.8325,-1.0509,-2.0331,-1.6704,-4.4269
200107,-3.1321,0.8132,2.3338,0.9975,-6.225,-5.7237,-1.9757,-2.4355,-3.6738,-11.4173,-3.5072,-2.1642,-1.293,0.6881,-10.6094,1.7646,1.6788,-0.082,0.2261,-6.635,-0.5929,-0.8166,0.8732,-0.5754,-6.0003
200108,-3.8985,-1.2168,-1.5949,-1.789,-5.6108,-2.1341,0.2192,-0.6055,-3.1187,-10.1139,-0.8176,-0.6817,0.1906,-4.4154,-9.1687,-5.5359,-2.6224,-2.614,-2.9579,-9.4895,-2.7253,-2.1199,-2.4918,-4.5623,-9.7544
200109,-14.4005,-9.1434,-6.4735,-9.3619,-16.0025,-17.8469,-11.3046,-12.0907,-13.293,-21.1379,-15.1087,-14.0536,-8.4922,-12.2725,-20.3181,-15.1475,-9.6494,-9.2673,-11.6551,-21.3902,-6.7322,-6.8393,-6.145,-9.4759,-18.3064
200110,9.2436,3.9405,3.3174,3.6935,12.799,7.3116,2.7781,4.6369,6.2409,16.1911,7.5139,6.3906,3.41,6.6302,19.2877,5.6547,0.9515,1.9377,2.6164,17.844,1.773,0.9055,-0.8412,2.2646,9.8993
200111,6.221,6.0248,4.8188,5.9168,9.3797,7.6181,7.6971,9.654,9.3041,14.8288,9.5875,8.9714,6.3296,8.2395,13.4613,12.8882,8.755,7.2045,8.1443,13.1438,8.1879,7.5413,6.4464,8.9991,11.8974
200112,5.789,3.4478,5.6731,5.3753,9.4259,8.7755,6.5864,6.4878,8.1508,10.1432,4.7092,7.6674,6.777,7.0755,7.0604,7.3065,5.7457,5.3659,6.3312,3.335,0.963,1.7362,3.1809,3.6191,2.1618
200201,6.6771,6.744,5.2533,4.6547,2.0897,0.4003,-0.0059,0.0228,1.1898,-7.0687,-0.1973,1.4002,-0.6684,-1.0147,-5.3211,0.8748,0.4093,-0.3747,-1.0859,-4.7894,1.8777,1.8243,-0.9762,-0.4593,-3.059
200202,-3.7185,-1.5391,-0.9757,-1.3818,-9.041,-0.8131,-0.7592,-0.9584,-0.6757,-10.8875,-1.2838,-0.1328,1.9308,-1.8756,-8.9758,1.4398,3.2429,2.6926,-0.9652,-9.2337,-2.2111,0.7869,1.7182,-2.3912,-8.0248
200203,9.2191,8.1704,8.0079,6.7463,7.4169,10.8587,10.3033,9.8463,9.0554,9.4323,8.9311,7.4347,6.1899,7.8928,10.0313,6.5497,6.126,4.8157,6.3525,10.8891,4.8403,4.794,5.1897,5.749,10.5258
200204,0.4709,3.9335,4.4234,4.0338,-2.4111,1.3507,4.0765,4.2608,4.5478,-5.8085,-0.7131,1.2417,2.5169,1.9503,-9.5063,-3.5855,1.7848,1.2828,0.7421,-8.8242,-2.9249,-2.8337,0.2389,-4.7486,-9.9239
200205,-0.2593,0.8592,1.5865,0.2924,-4.1605,-6.4481,-3.273,-2.9595,-4.7282,-10.1097,-3.5948,-2.3724,-2.9856,-2.9951,-9.4132,-0.9798,-1.3544,0.8988,-0.8725,-6.4254,0.104,1.7343,-1.1922,-1.1217,-4.2254
200206,-8.3367,-3.9847,-2.9979,-2.6986,-9.8104,-7.4511,-2.5906,-2.7524,-3.7489,-10.7041,-6.5108,-4.5927,-2.9927,-7.8407,-11.6458,-6.5397,-7.3911,-6.4534,-8.4383,-13.9918,-8.2745,-3.7634,-7.8717,-7.0142,-14.0781
200207,-12.8217,-12.0699,-8.7866,-9.0976,-14.4163,-18.1376,-14.2292,-14.847,-14.0445,-17.7133,-13.5554,-12.8726,-8.6629,-9.7946,-11.8361,-13.6268,-11.6624,-7.986,-8.5485,-10.2492,-9.0517,-8.6009,-7.7048,-7.4776,-10.0502
200208,-0.5231,-0.2376,1.9225,-1.1161,0.7163,-0.9053,0.2475,0.5087,1.1586,0.3036,3.6547,0.6957,-0.3754,0.9748,1.3244,2.6264,4.6422,-0.6997,0.9124,-1.81,-0.7659,0.224,0.6754,0.7751,1.6859
200209,-11.7118,-7.0571,-5.5677,-5.4686,-9.6244,-10.4938,-9.0994,-7.6346,-6.2252,-7.7698,-10.0698,-7.6222,-9.1278,-6.2997,-8.9921,-13.3869,-12.0667,-8.5836,-10.1965,-10.81,-13.5354,-9.092,-9.11,-8.6527,-9.4042
200210,7.0504,1.3257,1.6765,1.8918,5.3275,5.6777,2.561,4.7275,3.078,7.0032,8.3002,4.273,8.402,2.5986,4.6373,6.4166,4.9875,4.7824,3.2239,8.9304,11.0331,6.1414,6.263,5.8633,6.3999
200211,20.4502,9.0275,8.609,9.5576,14.289,18.7694,12.029,9.0573,8.1309,16.0045,15.6801,8.809,6.0502,7.6999,10.8235,18.0401,14.0692,7.431,7.5241,11.2535,11.8911,7.5166,5.2837,5.9803,4.5215
200212,-8.1109,-2.7829,-1.9622,-3.2594,-4.8398,-7.8093,-3.7642,-4.8269,-4.4805,-7.2801,-8.517,-3.7938,-2.7339,-3.2896,-6.5921,-6.3278,-4.8983,-4.1629,-3.6383,-6.532,-9.8892,-4.0052,-2.6334,-4.3724,-4.1737
200301,3.5199,2.0773,2.0603,1.2965,0.712,-4.1359,-3.0898,-4.1993,-2.8066,-2.9993,-2.3514,-5.1041,-2.7719,-3.8748,-2.7099,-1.3426,-4.706,-2.5638,-2.4253,-1.1966,-1.6809,-2.3684,-2.8426,-1.8184,-1.9222
200302,-2.2831,-3.3956,-1.9351,-2.3204,-3.2777,-3.3122,-3.6858,-3.085,-1.9487,-3.2828,-2.7768,-4.9723,-2.758,-3.8553,-3.2824,-1.6944,-4.3734,-2.4177,-1.7233,-2.4146,-0.5279,-2.8417,-2.8088,-1.7212,-1.0103
200303,2.6762,-0.1076,0.9733,0.3369,0.5624,2.0589,2.1521,3.3886,1.4941,-0.255,0.7944,1.1153,0.4931,1.5393,1.442,-1.1872,1.407,0.6671,0.044,1.9643,1.3427,1.4641,-0.5163,1.1789,2.0498
200304,12.8561,8.6105,6.8532,7.0268,10.5514,13.7737,9.4398,9.2546,11.5469,10.2948,13.3926,11.0343,10.525,11.8311,9.3971,12.5282,11.8876,8.7437,8.7034,11.5866,9.9225,7.2154,6.9103,8.599,8.6648
200305,23.2821,13.5066,8.2993,12.5072,16.75,15.3037,10.192,11.0981,9.0067,15.9186,9.8967,10.3196,8.1325,8.2581,12.3551,13.2727,8.6812,9.4733,10.4921,10.7046,11.4536,7.7658,7.9174,7.1219,7.9477
200306,9.8781,6.2291,5.8328,3.9253,7.6767,1.3035,2.2081,2.7811,3.6674,1.6333,-0.8911,1.2107,0.7321,3.6335,4.5811,0.105,0.7814,2.3856,0.5921,2.0357,0.3239,0.3314,0.3044,1.1961,0.6581
200307,11.4413,6.4652,7.5337,6.1623,8.33,10.333,5.7161,8.1386,5.1009,6.5807,8.4185,4.2659,3.4911,3.9329,4.5072,5.7578,3.6289,3.7588,3.8841,3.4328,1.0993,1.3174,3.1231,1.9401,1.6215
200308,6.8257,6.3084,3.9176,4.2347,4.4683,5.3529,4.6372,3.5678,4.091,5.407,7.0457,5.3208,4.3527,4.2726,5.9442,5.909,5.8739,3.4853,3.473,6.0149,5.0809,2.9571,3.7969,2.8498,2.6873
200309,8.3398,4.5422,3.2134,2.3765,2.1972,-2.9777,-2.2277,-2.7655,-1.295,-2.0655,0.2288,-2.8066,-1.9286,-1.5846,-2.7453,-1.0016,0.3851,-1.8355,-1.9543,-1.4293,-2.3146,-1.9893,-1.9686,-1.0644,-1.2001
200310,10.8794,8.4098,6.7205,8.6172,6.8952,11.2369,7.2155,7.7904,9.0188,8.7193,7.6951,9.53,8.0264,6.7432,9.177,10.5608,6.6466,6.9507,7.8397,9.194,6.2598,7.4776,6.2034,7.6191,6.1639
200311,4.5442,6.3322,3.7506,4.9364,2.9083,3.2691,4.0481,4.5573,3.3482,1.9595,3.9884,2.2109,3.4796,3.2758,3.481,1.91,3.1429,2.6151,3.2986,2.7796,3.8505,0.179,2.6245,1.7509,1.3968
200312,3.3835,5.3535,4.3298,2.2587,3.8606,2.8912,3.9513,3.1578,2.2741,2.4007,2.7609,7.7944,2.3376,2.1357,1.2238,3.8121,3.9711,3.6257,3.172,0.522,6.282,5.3268,3.91,4.1329,3.4093
200401,15.7704,8.2644,6.5547,5.5566,4.9759,8.9585,2.3742,3.1755,3.0527,3.8298,7.5355,2.9088,1.5715,1.6155,2.4688,5.2541,3.0901,1.183,2.9729,1.5443,4.867,1.2773,0.7724,1.1869,2.442
200402,-0.7526,0.9333,1.4013,3.3498,0.4832,-1.3881,1.6145,0.8485,2.5824,0.3295,0.2221,0.5881,2.7745,2.1455,2.7636,0.6479,0.3663,2.5354,3.0671,3.8289,2.3396,1.1346,1.9603,1.6301,3.8875
200403,-0.8241,1.1363,0.9359,0.6439,0.2136,-0.0832,0.7904,0.9311,1.2549,1.4562,1.0982,0.5491,0.2522,0.9378,1.3711,-1.6286,0.7313,-0.5198,-0.4272,0.1953,-2.0413,-1.7277,-1.3934,-1.1624,1.1493
200404,-4.9114,-2.321,-1.536,-1.9027,-2.5148,-6.884,-3.3389,-3.8016,-2.8727,-3.6974,-6.2182,-2.0318,-2.234,-2.6759,-2.5884,-7.5241,-2.7469,-1.5939,-1.5558,-3.4591,-2.9697,-1.1329,-1.5539,-0.9205,-1.2694
200405,-1.4726,-0.3128,-0.6812,-0.1106,-2.1353,0.8722,0.6996,1.4475,2.0106,1.473,2.8609,2.1546,1.7458,1.5909,0.9472,4.1973,3.1439,0.9893,1.4928,1.3555,3.5435,0.5835,1.6085,1.8828,1.3597
200406,1.2705,3.3433,2.3529,2.8293,1.7092,4.0467,6.6552,5.0649,5.1296,5.3591,1.2711,4.5515,2.6085,4.5659,2.9122,2.0403,3.5895,2.672,2.6682,0.6439,2.3895,2.0626,1.9346,2.4082,1.7585
200407,-8.4776,-5.2764,-4.1324,-4.9666,-8.7883,-9.9809,-6.7306,-6.2287,-3.8387,-6.9394,-7.6057,-4.8165,-5.4459,-3.3415,-6.694,-7.0585,-4.8582,-4.6401,-3.1301,-6.3938,-5.8515,-3.5488,-2.7324,-4.2362,-3.4239
200408,-2.2047,-2.3483,-0.1935,-0.0494,-2.2091,-2.9799,-0.9884,0.1803,-0.1431,-1.2298,-1.8644,-2.1481,-0.5908,-1.0007,-0.5049,-2.5181,-0.4118,-1.479,0.5475,-0.1174,-1.7231,0.7564,0.3043,1.3357,-0.2162
200409,3.3447,4.2126,3.5161,3.628,4.9036,4.6144,3.9428,3.8438,6.51,8.2959,2.8767,3.3786,5.1148,2.6026,5.2203,3.3365,2.1112,3.5909,2.0863,4.7571,2.2308,3.3568,2.4567,1.5716,4.9253
200410,0.8425,1.8414,2.1738,1.9814,1.9769,3.1453,2.3162,2.9592,3.5657,1.2779,1.5491,3.0621,0.8984,3.5242,2.6061,4.9222,2.1041,1.7907,1.3178,3.2238,3.2027,3.7405,1.3481,1.4277,1.2844
200411,11.6491,7.6043,6.8657,8.5112,9.345,8.7291,8.7895,9.4855,9.2942,10.1239,9.6054,6.7958,7.2,7.0416,6.8086,7.7818,6.8205,7.0525,5.9478,6.9436,4.347,4.992,5.0288,4.4704,5.8085
200412,9.5346,7.0095,5.1915,4.8817,6.8692,5.0908,2.2033,2.9312,2.8027,4.1108,4.1066,3.7498,3.0255,3.3135,4.3679,4.1976,4.6153,5.176,2.9622,5.7988,3.5778,3.6855,3.4565,3.5245,3.8997
200501,-4.171,-2.4271,-1.7969,-2.9474,-4.5493,-6.6503,-3.4828,-3.6147,-3.3176,-3.8935,-6.7661,-4.069,-2.3347,-3.9644,-2.3957,-5.134,-3.5163,-1.1883,-1.7974,-2.6194,-4.6913,-1.7565,-1.2699,-1.5478,-3.0852
200502,0.3144,-0.0489,0.4251,0.998,0.0118,2.5673,2.0406,2.1475,2.6937,1.5532,1.8586,3.4335,2.9606,1.3728,1.0584,3.2473,2.2211,1.6652,3.3125,2.7631,1.9798,3.126,3.6803,1.7796,0.6127
200503,-4.2879,-2.5813,-3.313,-3.0174,-4.0238,-3.7302,-0.2071,-0.7533,-2.168,-3.9988,-2.3196,-2.3736,-0.9608,-2.7455,-2.3757,-2.2026,-1.5632,0.0433,-1.6241,-0.1948,-1.8819,-0.4225,-1.2797,-1.0649,-0.9532
200504,-8.0948,-5.1341,-4.5476,-5.7711,-5.3842,-7.9241,-5.522,-5.6742,-6.1821,-6.7149,-6.5289,-6.1904,-2.826,-5.8246,-5.2561,-6.0988,-2.499,-3.1361,-3.5452,-4.1715,-1.6134,-2.8588,-2.5062,-2.1249,-1.7299
200505,4.1643,3.9449,3.5861,3.6742,4.9317,7.2672,8.7925,6.8173,7.0473,7.5324,9.1459,5.4033,5.0653,7.8138,5.3789,6.7722,6.0475,5.2554,5.8512,6.5809,5.6193,2.9188,3.0896,2.83,4.837
200506,2.9372,2.9994,3.5463,4.1552,5.0554,3.3528,3.7571,3.8742,3.2055,4.654,2.9179,2.919,2.1998,3.2012,3.1811,0.6085,2.6685,2.2345,1.4217,2.9271,1.6053,0.7503,1.3024,0.7798,1.7826
200507,6.6156,6.1824,5.9631,6.7887,8.3786,7.0585,7.107,5.206,7.0878,7.3691,5.6938,2.5513,5.0068,7.06,6.1037,3.8681,4.3171,4.8545,6.2916,7.9154,3.3637,3.4332,4.3775,5.4424,5.5634
200508,-0.4633,-0.2938,-1.0254,-1.3382,-1.8675,-0.2873,-2.5972,-1.0385,-1.1934,-2.1842,-0.657,-1.6033,-1.9062,-0.3245,-1.6825,-1.2381,-1.3111,-0.6284,0.0546,-1.7483,-0.2759,-1.237,-1.7702,0.435,-2.2328
